,year,iso3,pm10_concentration,pm25_concentration,no2_concentration,Code,Cause,Country,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
43,2016,BGD,128.33333333333334,69.0,,1150,"Cardiomyopathy, myocarditis, endocarditis",Bangladesh,BTSX,ALLAges,158000000,1273.25,0.81,41365.21,26.18
44,2016,BGD,128.33333333333334,69.0,,50,Syphilis,Bangladesh,BTSX,ALLAges,158000000,1237.89,0.78,106640.0,67.49
45,2016,BGD,128.33333333333334,69.0,,970,Epilepsy,Bangladesh,BTSX,ALLAges,158000000,1199.84,0.76,166225.6,105.21
46,2016,BGD,128.33333333333334,69.0,,1240,Appendicitis,Bangladesh,BTSX,ALLAges,158000000,1173.91,0.74,74689.85,47.27
47,2016,BGD,128.33333333333334,69.0,,670,Pancreas cancer,Bangladesh,BTSX,ALLAges,158000000,1167.95,0.74,34395.93,21.77
48,2016,BGD,128.33333333333334,69.0,,1220,Peptic ulcer disease,Bangladesh,BTSX,ALLAges,158000000,1142.52,0.72,41925.42,26.54
49,2016,BGD,128.33333333333334,69.0,,1560,"Fire, heat and hot substances",Bangladesh,BTSX,ALLAges,158000000,1071.22,0.68,77161.72,48.84
50,2016,BGD,128.33333333333334,69.0,,751,Brain and nervous system cancers,Bangladesh,BTSX,ALLAges,158000000,1048.33,0.66,48192.03,30.5
51,2016,BGD,128.33333333333334,69.0,,320,Rabies,Bangladesh,BTSX,ALLAges,158000000,996.06,0.63,49545.92,31.36
52,2016,BGD,128.33333333333334,69.0,,190,Acute hepatitis B,Bangladesh,BTSX,ALLAges,158000000,979.57,0.62,41680.02,26.38
53,2016,BGD,128.33333333333334,69.0,,1330,Skin diseases,Bangladesh,BTSX,ALLAges,158000000,939.0,0.59,388230.8,245.72
54,2016,BGD,128.33333333333334,69.0,,745,Kidney cancer,Bangladesh,BTSX,ALLAges,158000000,907.17,0.57,27963.09,17.7
55,2016,BGD,128.33333333333334,69.0,,750,Bladder cancer,Bangladesh,BTSX,ALLAges,158000000,886.97,0.56,23950.31,15.16
56,2016,BGD,128.33333333333334,69.0,,1246,Gallbladder and biliary diseases,Bangladesh,BTSX,ALLAges,158000000,774.03,0.49,43393.26,27.46
57,2016,BGD,128.33333333333334,69.0,,690,Melanoma and other skin cancers,Bangladesh,BTSX,ALLAges,158000000,762.86,0.48,23791.88,15.06
58,2016,BGD,128.33333333333334,69.0,,1575,Exposure to mechanical forces,Bangladesh,BTSX,ALLAges,158000000,696.96,0.44,79821.52,50.52
59,2016,BGD,128.33333333333334,69.0,,1350,Rheumatoid arthritis,Bangladesh,BTSX,ALLAges,158000000,679.51,0.43,60072.32,38.02
60,2016,BGD,128.33333333333334,69.0,,1244,Inflammatory bowel disease,Bangladesh,BTSX,ALLAges,158000000,521.7,0.33,20646.25,13.07
61,2016,BGD,128.33333333333334,69.0,,1505,Sudden infant death syndrome,Bangladesh,BTSX,ALLAges,158000000,486.53,0.31,43576.82,27.58
62,2016,BGD,128.33333333333334,69.0,,1540,Poisonings,Bangladesh,BTSX,ALLAges,158000000,450.48,0.29,30792.26,19.49
63,2016,BGD,128.33333333333334,69.0,,160,Tetanus,Bangladesh,BTSX,ALLAges,158000000,464.48,0.29,33506.55,21.21
64,2016,BGD,128.33333333333334,69.0,,100,HIV/AIDS,Bangladesh,BTSX,ALLAges,158000000,437.57,0.28,24417.09,15.45
65,2016,BGD,128.33333333333334,69.0,,754,Thyroid cancer,Bangladesh,BTSX,ALLAges,158000000,445.4,0.28,16241.34,10.28
66,2016,BGD,128.33333333333334,69.0,,180,Encephalitis,Bangladesh,BTSX,ALLAges,158000000,411.57,0.26,40438.69,25.59
67,2016,BGD,128.33333333333334,69.0,,720,Corpus uteri cancer,Bangladesh,BTSX,ALLAges,158000000,361.99,0.23,11104.88,7.03
68,2016,BGD,128.33333333333334,69.0,,1630,Collective violence and legal intervention,Bangladesh,BTSX,ALLAges,158000000,314.2,0.2,22853.09,14.46
69,2016,BGD,128.33333333333334,69.0,,1320,Gynecological diseases,Bangladesh,BTSX,ALLAges,158000000,268.55,0.17,624982.4,395.56
70,2016,BGD,128.33333333333334,69.0,,860,Alcohol use disorders,Bangladesh,BTSX,ALLAges,158000000,234.59,0.15,227958.6,144.28
71,2016,BGD,128.33333333333334,69.0,,295,Echinococcosis,Bangladesh,BTSX,ALLAges,158000000,236.88,0.15,12651.79,8.01
72,2016,BGD,128.33333333333334,69.0,,1580,Natural disasters,Bangladesh,BTSX,ALLAges,158000000,201.89,0.13,86291.13,54.61
73,2016,BGD,128.33333333333334,69.0,,200,Acute hepatitis C,Bangladesh,BTSX,ALLAges,158000000,192.45,0.12,7387.67,4.68
74,2016,BGD,128.33333333333334,69.0,,742,Testicular cancer,Bangladesh,BTSX,ALLAges,158000000,170.71,0.11,8805.26,5.57
75,2016,BGD,128.33333333333334,69.0,,811,Thalassaemias,Bangladesh,BTSX,ALLAges,158000000,162.33,0.1,143719.9,90.96
76,2016,BGD,128.33333333333334,69.0,,980,Multiple sclerosis,Bangladesh,BTSX,ALLAges,158000000,152.41,0.1,8713.08,5.51
77,2016,BGD,128.33333333333334,69.0,,220,Malaria,Bangladesh,BTSX,ALLAges,158000000,137.64,0.09,10219.42,6.47
78,2016,BGD,128.33333333333334,69.0,,400,Upper respiratory infections,Bangladesh,BTSX,ALLAges,158000000,115.72,0.07,150548.9,95.28
79,2016,BGD,128.33333333333334,69.0,,150,Measles,Bangladesh,BTSX,ALLAges,158000000,97.88,0.06,8648.43,5.47
80,2016,BGD,128.33333333333334,69.0,,1241,Gastritis and duodenitis,Bangladesh,BTSX,ALLAges,158000000,73.59,0.05,43122.52,27.29
81,2016,BGD,128.33333333333334,69.0,,260,Leishmaniasis,Bangladesh,BTSX,ALLAges,158000000,77.58,0.05,5416.93,3.43
82,2016,BGD,128.33333333333334,69.0,,205,Acute hepatitis E,Bangladesh,BTSX,ALLAges,158000000,80.18,0.05,4355.71,2.76
83,2016,BGD,128.33333333333334,69.0,,300,Dengue,Bangladesh,BTSX,ALLAges,158000000,57.51,0.04,16172.01,10.24
84,2016,BGD,128.33333333333334,69.0,,340,Ascariasis,Bangladesh,BTSX,ALLAges,158000000,39.8,0.03,115389.4,73.03
85,2016,BGD,128.33333333333334,69.0,,70,Gonorrhoea,Bangladesh,BTSX,ALLAges,158000000,50.3,0.03,3590.43,2.27
86,2016,BGD,128.33333333333334,69.0,,1290,Urolithiasis,Bangladesh,BTSX,ALLAges,158000000,52.82,0.03,7337.55,4.64
87,2016,BGD,128.33333333333334,69.0,,60,Chlamydia,Bangladesh,BTSX,ALLAges,158000000,17.06,0.01,6181.87,3.91
88,2016,BGD,128.33333333333334,69.0,,410,Otitis media,Bangladesh,BTSX,ALLAges,158000000,15.89,0.01,73034.92,46.22
89,2016,BGD,128.33333333333334,69.0,,755,Mesothelioma,Bangladesh,BTSX,ALLAges,158000000,22.17,0.01,1021.94,0.65
90,2016,BGD,128.33333333333334,69.0,,812,Sickle cell disorders and trait,Bangladesh,BTSX,ALLAges,158000000,1.49,0.0,9850.51,6.23
91,2016,BGD,128.33333333333334,69.0,,830,Depressive disorders,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,1234210.0,781.15
92,2016,BGD,128.33333333333334,69.0,,840,Bipolar disorder,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,133175.2,84.29
93,2016,BGD,128.33333333333334,69.0,,850,Schizophrenia,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,281578.5,178.21
94,2016,BGD,128.33333333333334,69.0,,880,Anxiety disorders,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,474844.7,300.53
95,2016,BGD,128.33333333333334,69.0,,890,Eating disorders,Bangladesh,BTSX,ALLAges,158000000,1.47,0.0,42031.52,26.6
96,2016,BGD,128.33333333333334,69.0,,900,Autism and Asperger syndrome,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,72680.25,46.0
97,2016,BGD,128.33333333333334,69.0,,910,Childhood behavioural disorders,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,121317.3,76.78
98,2016,BGD,128.33333333333334,69.0,,920,Idiopathic intellectual disability,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,85929.1,54.39
99,2016,BGD,128.33333333333334,69.0,,560,Iodine deficiency,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,69988.25,44.3
100,2016,BGD,128.33333333333334,69.0,,570,Vitamin A deficiency,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,17175.86,10.87
101,2016,BGD,128.33333333333334,69.0,,580,Iron-deficiency anaemia,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,756352.7,478.7
102,2016,BGD,128.33333333333334,69.0,,350,Trichuriasis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,18235.43,11.54
103,2016,BGD,128.33333333333334,69.0,,360,Hookworm disease,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,26335.97,16.67
104,2016,BGD,128.33333333333334,69.0,,362,Food-bourne trematodes,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
105,2016,BGD,128.33333333333334,69.0,,365,Leprosy,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,724.82,0.46
106,2016,BGD,128.33333333333334,69.0,,310,Trachoma,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
107,2016,BGD,128.33333333333334,69.0,,315,Yellow fever,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
108,2016,BGD,128.33333333333334,69.0,,270,Lymphatic filariasis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,42608.83,26.97
109,2016,BGD,128.33333333333334,69.0,,280,Onchocerciasis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
110,2016,BGD,128.33333333333334,69.0,,285,Cysticercosis,Bangladesh,BTSX,ALLAges,158000000,4.7,0.0,366.1,0.23
111,2016,BGD,128.33333333333334,69.0,,80,Trichomoniasis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,3481.93,2.2
112,2016,BGD,128.33333333333334,69.0,,85,Genital herpes,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,2551.83,1.62
113,2016,BGD,128.33333333333334,69.0,,140,Diphtheria,Bangladesh,BTSX,ALLAges,158000000,5.48,0.0,428.9,0.27
114,2016,BGD,128.33333333333334,69.0,,230,African trypanosomiasis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
115,2016,BGD,128.33333333333334,69.0,,240,Chagas disease,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
116,2016,BGD,128.33333333333334,69.0,,250,Schistosomiasis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,0.0,0.0
117,2016,BGD,128.33333333333334,69.0,,1310,Infertility,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,70879.15,44.86
118,2016,BGD,128.33333333333334,69.0,,1280,Benign prostatic hyperplasia,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,23444.96,14.84
119,2016,BGD,128.33333333333334,69.0,,1360,Osteoarthritis,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,188714.7,119.44
120,2016,BGD,128.33333333333334,69.0,,1370,Gout,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,13867.12,8.78
121,2016,BGD,128.33333333333334,69.0,,1380,Back and neck pain,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,712322.3,450.84
122,2016,BGD,128.33333333333334,69.0,,990,Migraine,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,554101.4,350.7
123,2016,BGD,128.33333333333334,69.0,,1000,Non-migraine headache,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,78332.98,49.58
124,2016,BGD,128.33333333333334,69.0,,1030,Glaucoma,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,19941.71,12.62
125,2016,BGD,128.33333333333334,69.0,,1040,Cataracts,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,234048.2,148.13
126,2016,BGD,128.33333333333334,69.0,,1050,Uncorrected refractive errors,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,680378.4,430.62
127,2016,BGD,128.33333333333334,69.0,,1060,Macular degeneration,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,21526.8,13.62
128,2016,BGD,128.33333333333334,69.0,,1070,Other vision loss,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,65758.29,41.62
129,2016,BGD,128.33333333333334,69.0,,1080,Other hearing loss,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,632126.3,400.08
130,2016,BGD,128.33333333333334,69.0,,1470,Oral conditions,Bangladesh,BTSX,ALLAges,158000000,0.0,0.0,325749.6,206.17
131,2016,IDN,,42.666666666666664,,1140,Stroke,Indonesia,BTSX,ALLAges,262000000,331370.4,126.48,8329423.0,3179.17
132,2016,IDN,,42.666666666666664,,1130,Ischaemic heart disease,Indonesia,BTSX,ALLAges,262000000,236087.1,90.11,5860525.0,2236.84
133,2016,IDN,,42.666666666666664,,800,Diabetes mellitus,Indonesia,BTSX,ALLAges,262000000,100774.3,38.46,3609457.0,1377.66
134,2016,IDN,,42.666666666666664,,30,Tuberculosis,Indonesia,BTSX,ALLAges,262000000,94088.77,35.91,5201707.0,1985.38
135,2016,IDN,,42.666666666666664,,1230,Cirrhosis of the liver,Indonesia,BTSX,ALLAges,262000000,83322.59,31.8,2470742.0,943.03
136,2016,IDN,,42.666666666666664,,1180,Chronic obstructive pulmonary disease,Indonesia,BTSX,ALLAges,262000000,72517.74,27.68,1982569.0,756.71
137,2016,IDN,,42.666666666666664,,110,Diarrhoeal diseases,Indonesia,BTSX,ALLAges,262000000,64250.51,24.52,2172321.0,829.13
138,2016,IDN,,42.666666666666664,,490,Neonatal conditions,Indonesia,BTSX,ALLAges,262000000,51705.24,19.73,5187260.0,1979.87
139,2016,IDN,,42.666666666666664,,390,Lower respiratory infections,Indonesia,BTSX,ALLAges,262000000,51563.04,19.68,2212814.0,844.59
140,2016,IDN,,42.666666666666664,,1120,Hypertensive heart disease,Indonesia,BTSX,ALLAges,262000000,50373.2,19.23,1150467.0,439.11
141,2016,IDN,,42.666666666666664,,1270,Kidney diseases,Indonesia,BTSX,ALLAges,262000000,39331.21,15.01,1507203.0,575.27
142,2016,IDN,,42.666666666666664,,100,HIV/AIDS,Indonesia,BTSX,ALLAges,262000000,33757.52,12.88,2032446.0,775.74
143,2016,IDN,,42.666666666666664,,1530,Road injury,Indonesia,BTSX,ALLAges,262000000,31766.12,12.12,2016257.0,769.56
144,2016,IDN,,42.666666666666664,,1190,Asthma,Indonesia,BTSX,ALLAges,262000000,27009.08,10.31,1034109.0,394.7
145,2016,IDN,,42.666666666666664,,680,"Trachea, bronchus, lung cancers",Indonesia,BTSX,ALLAges,262000000,25217.2,9.62,713460.7,272.31
146,2016,IDN,,42.666666666666664,,950,Alzheimer disease and other dementias,Indonesia,BTSX,ALLAges,262000000,23650.99,9.03,475157.1,181.36
147,2016,IDN,,42.666666666666664,,700,Breast cancer,Indonesia,BTSX,ALLAges,262000000,22075.16,8.43,778752.2,297.23
148,2016,IDN,,42.666666666666664,,550,Protein-energy malnutrition,Indonesia,BTSX,ALLAges,262000000,19919.9,7.6,688960.2,262.96
149,2016,IDN,,42.666666666666664,,710,Cervix uteri cancer,Indonesia,BTSX,ALLAges,262000000,18159.05,6.93,580931.9,221.73
150,2016,IDN,,42.666666666666664,,660,Liver cancer,Indonesia,BTSX,ALLAges,262000000,17721.22,6.76,505530.4,192.95
151,2016,IDN,,42.666666666666664,,1550,Falls,Indonesia,BTSX,ALLAges,262000000,17064.98,6.51,856304.4,326.83
152,2016,IDN,,42.666666666666664,,1400,Congenital anomalies,Indonesia,BTSX,ALLAges,262000000,16309.04,6.22,1664239.0,635.21
153,2016,IDN,,42.666666666666664,,650,Colon and rectum cancers,Indonesia,BTSX,ALLAges,262000000,15724.31,6.0,452146.3,172.57
154,2016,IDN,,42.666666666666664,,620,Mouth and oropharynx cancers,Indonesia,BTSX,ALLAges,262000000,14791.31,5.65,494760.5,188.84
155,2016,IDN,,42.666666666666664,,1242,Paralytic ileus and intestinal obstruction,Indonesia,BTSX,ALLAges,262000000,12432.8,4.75,355445.6,135.67
156,2016,IDN,,42.666666666666664,,1620,Interpersonal violence,Indonesia,BTSX,ALLAges,262000000,11829.44,4.52,703383.6,268.47
157,2016,IDN,,42.666666666666664,,770,Leukaemia,Indonesia,BTSX,ALLAges,262000000,11147.96,4.25,513499.4,195.99
158,2016,IDN,,42.666666666666664,,760,"Lymphomas, multiple myeloma",Indonesia,BTSX,ALLAges,262000000,9996.79,3.82,321472.1,122.7
159,2016,IDN,,42.666666666666664,,1150,"Cardiomyopathy, myocarditis, endocarditis",Indonesia,BTSX,ALLAges,262000000,8691.76,3.32,242349.8,92.5
160,2016,IDN,,42.666666666666664,,960,Parkinson disease,Indonesia,BTSX,ALLAges,262000000,7544.25,2.88,142490.3,54.39
161,2016,IDN,,42.666666666666664,,300,Dengue,Indonesia,BTSX,ALLAges,262000000,7519.1,2.87,463152.4,176.78
162,2016,IDN,,42.666666666666664,,730,Ovary cancer,Indonesia,BTSX,ALLAges,262000000,7420.26,2.83,237880.9,90.79
163,2016,IDN,,42.666666666666664,,420,Maternal conditions,Indonesia,BTSX,ALLAges,262000000,7232.66,2.76,432271.3,164.99
164,2016,IDN,,42.666666666666664,,1610,Self-harm,Indonesia,BTSX,ALLAges,262000000,6255.56,2.39,298596.4,113.97
165,2016,IDN,,42.666666666666664,,1246,Gallbladder and biliary diseases,Indonesia,BTSX,ALLAges,262000000,5997.92,2.29,186571.0,71.21
166,2016,IDN,,42.666666666666664,,740,Prostate cancer,Indonesia,BTSX,ALLAges,262000000,4937.69,1.88,93904.67,35.84
167,2016,IDN,,42.666666666666664,,1570,Drowning,Indonesia,BTSX,ALLAges,262000000,4759.21,1.82,316585.8,120.83
168,2016,IDN,,42.666666666666664,,670,Pancreas cancer,Indonesia,BTSX,ALLAges,262000000,4539.41,1.73,123686.8,47.21
169,2016,IDN,,42.666666666666664,,150,Measles,Indonesia,BTSX,ALLAges,262000000,4505.76,1.72,397102.3,151.57
170,2016,IDN,,42.666666666666664,,751,Brain and nervous system cancers,Indonesia,BTSX,ALLAges,262000000,4110.72,1.57,169485.0,64.69
171,2016,IDN,,42.666666666666664,,170,Meningitis,Indonesia,BTSX,ALLAges,262000000,3683.66,1.41,236595.9,90.3
172,2016,IDN,,42.666666666666664,,1330,Skin diseases,Indonesia,BTSX,ALLAges,262000000,3461.05,1.32,861255.9,328.72
173,2016,IDN,,42.666666666666664,,690,Melanoma and other skin cancers,Indonesia,BTSX,ALLAges,262000000,3355.72,1.28,99284.62,37.89
174,2016,IDN,,42.666666666666664,,750,Bladder cancer,Indonesia,BTSX,ALLAges,262000000,3264.35,1.25,80630.4,30.77
175,2016,IDN,,42.666666666666664,,160,Tetanus,Indonesia,BTSX,ALLAges,262000000,3255.49,1.24,118879.9,45.37
176,2016,IDN,,42.666666666666664,,1248,Pancreatitis,Indonesia,BTSX,ALLAges,262000000,3253.09,1.24,97091.58,37.06
177,2016,IDN,,42.666666666666664,,190,Acute hepatitis B,Indonesia,BTSX,ALLAges,262000000,2806.73,1.07,106195.4,40.53
178,2016,IDN,,42.666666666666664,,640,Stomach cancer,Indonesia,BTSX,ALLAges,262000000,2626.5,1.0,76329.77,29.13
179,2016,IDN,,42.666666666666664,,720,Corpus uteri cancer,Indonesia,BTSX,ALLAges,262000000,2391.61,0.91,65115.09,24.85
180,2016,IDN,,42.666666666666664,,50,Syphilis,Indonesia,BTSX,ALLAges,262000000,2240.05,0.85,198817.5,75.88
181,2016,IDN,,42.666666666666664,,130,Whooping cough,Indonesia,BTSX,ALLAges,262000000,2137.46,0.82,191923.6,73.25
182,2016,IDN,,42.666666666666664,,754,Thyroid cancer,Indonesia,BTSX,ALLAges,262000000,2155.92,0.82,49417.8,18.86
183,2016,IDN,,42.666666666666664,,1220,Peptic ulcer disease,Indonesia,BTSX,ALLAges,262000000,2090.95,0.8,44943.66,17.15
184,2016,IDN,,42.666666666666664,,1575,Exposure to mechanical forces,Indonesia,BTSX,ALLAges,262000000,2014.05,0.77,231548.7,88.38
185,2016,IDN,,42.666666666666664,,220,Malaria,Indonesia,BTSX,ALLAges,262000000,2016.15,0.77,123520.8,47.15
186,2016,IDN,,42.666666666666664,,186,Acute hepatitis A,Indonesia,BTSX,ALLAges,262000000,1850.91,0.71,75292.58,28.74
187,2016,IDN,,42.666666666666664,,753,Larynx cancer,Indonesia,BTSX,ALLAges,262000000,1544.36,0.59,46550.33,17.77
188,2016,IDN,,42.666666666666664,,180,Encephalitis,Indonesia,BTSX,ALLAges,262000000,1458.89,0.56,81651.35,31.16
189,2016,IDN,,42.666666666666664,,1560,"Fire, heat and hot substances",Indonesia,BTSX,ALLAges,262000000,1392.1,0.53,142266.3,54.3
190,2016,IDN,,42.666666666666664,,1110,Rheumatic heart disease,Indonesia,BTSX,ALLAges,262000000,1265.07,0.48,61343.65,23.41
