Code,Cause,Country,iso3,year,Sex,Age Group,Population,Deaths,Death rate,DALY,DALY rate per 100 000 population
650,Colon and rectum cancers,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,4117.57,2.57,132834.3,83.02
150,Measles,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,3815.87,2.38,330174.9,206.36
960,Parkinson disease,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,3445.44,2.15,58213.58,36.38
1550,Falls,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,3140.15,1.96,279134.3,174.46
550,Protein-energy malnutrition,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2892.27,1.81,242382.7,151.49
1110,Rheumatic heart disease,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2797.29,1.75,142103.7,88.81
870,Drug use disorders,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2780.65,1.74,223362.5,139.6
753,Larynx cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2692.88,1.68,81887.14,51.18
660,Liver cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2670.76,1.67,85951.62,53.72
760,"Lymphomas, multiple myeloma",Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2470.99,1.54,89840.16,56.15
186,Acute hepatitis A,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2274.5,1.42,92069.5,57.54
170,Meningitis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2258.74,1.41,152302.1,95.19
130,Whooping cough,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2071.2,1.29,184106.6,115.07
730,Ovary cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,2024.69,1.27,77403.14,48.38
1248,Pancreatitis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1891.05,1.18,65062.99,40.66
770,Leukaemia,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1777.63,1.11,90586.6,56.62
740,Prostate cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1536.98,0.96,30489.22,19.06
1150,"Cardiomyopathy, myocarditis, endocarditis",Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1347.91,0.84,42552.76,26.6
970,Epilepsy,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1244.14,0.78,171617.6,107.26
670,Pancreas cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1254.76,0.78,37424.37,23.39
1220,Peptic ulcer disease,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1212.14,0.76,43415.07,27.13
1240,Appendicitis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1210.59,0.76,74855.2,46.78
50,Syphilis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1206.12,0.75,103320.7,64.58
751,Brain and nervous system cancers,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1080.79,0.68,48063.27,30.04
1560,"Fire, heat and hot substances",Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1093.06,0.68,78835.26,49.27
190,Acute hepatitis B,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1041.26,0.65,43268.89,27.04
1330,Skin diseases,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1030.97,0.64,391518.8,244.7
745,Kidney cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,964.14,0.6,29620.13,18.51
320,Rabies,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,962.09,0.6,45988.54,28.74
750,Bladder cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,928.69,0.58,25337.1,15.84
1246,Gallbladder and biliary diseases,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,835.49,0.52,44734.55,27.96
690,Melanoma and other skin cancers,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,792.6,0.5,25134.24,15.71
1350,Rheumatoid arthritis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,741.82,0.46,62697.62,39.19
1575,Exposure to mechanical forces,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,695.47,0.43,82860.42,51.79
1244,Inflammatory bowel disease,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,550.05,0.34,21350.51,13.34
100,HIV/AIDS,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,525,0.33,27961.39,17.48
754,Thyroid cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,461.39,0.29,16912.64,10.57
1540,Poisonings,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,468.76,0.29,31688.99,19.81
160,Tetanus,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,467.39,0.29,33163.04,20.73
1505,Sudden infant death syndrome,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,438.08,0.27,39237.46,24.52
180,Encephalitis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,404.3,0.25,39523.39,24.7
720,Corpus uteri cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,376.37,0.24,11580.55,7.24
1580,Natural disasters,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,329,0.21,91991.38,57.49
1320,Gynecological diseases,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,279.81,0.17,634013.6,396.26
860,Alcohol use disorders,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,241.93,0.15,234645.1,146.65
295,Echinococcosis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,233.52,0.15,12129.29,7.58
200,Acute hepatitis C,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,198.33,0.12,7406.97,4.63
1630,Collective violence and legal intervention,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,186.78,0.12,15022.23,9.39
742,Testicular cancer,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,178.17,0.11,8909.88,5.57
980,Multiple sclerosis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,159.62,0.1,9013.83,5.63
811,Thalassaemias,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,151.85,0.09,143791.5,89.87
400,Upper respiratory infections,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,106.18,0.07,150849.3,94.28
220,Malaria,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,101.19,0.06,7801.7,4.88
205,Acute hepatitis E,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,85.51,0.05,4439.79,2.77
1241,Gastritis and duodenitis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,78.74,0.05,45071.2,28.17
1290,Urolithiasis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,57.07,0.04,7619.1,4.76
300,Dengue,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,63.85,0.04,15955.74,9.97
260,Leishmaniasis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,58.98,0.04,4068.87,2.54
70,Gonorrhoea,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,55.14,0.03,3698.74,2.31
340,Ascariasis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,34.16,0.02,112518.6,70.32
60,Chlamydia,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,18.96,0.01,6399.07,4
410,Otitis media,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,14.89,0.01,72736.1,45.46
755,Mesothelioma,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,22.38,0.01,997.95,0.62
812,Sickle cell disorders and trait,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1.41,0,9736.46,6.09
830,Depressive disorders,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,1259717,787.32
840,Bipolar disorder,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,135718.6,84.82
850,Schizophrenia,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,287696.8,179.81
880,Anxiety disorders,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,482858.5,301.79
890,Eating disorders,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,1.51,0,43390.06,27.12
900,Autism and Asperger syndrome,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,73344.02,45.84
910,Childhood behavioural disorders,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,120384.6,75.24
920,Idiopathic intellectual disability,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,81070.26,50.67
560,Iodine deficiency,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,68621.87,42.89
570,Vitamin A deficiency,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,16210.36,10.13
580,Iron-deficiency anaemia,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,750796.6,469.25
360,Hookworm disease,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,22064.33,13.79
362,Food-bourne trematodes,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,0,0
365,Leprosy,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,705.64,0.44
350,Trichuriasis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,18614.28,11.63
250,Schistosomiasis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,0,0
80,Trichomoniasis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,3543.54,2.21
85,Genital herpes,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,2612.02,1.63
1310,Infertility,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,90336.99,56.46
1280,Benign prostatic hyperplasia,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,24217.19,15.14
1360,Osteoarthritis,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,195391.7,122.12
1370,Gout,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,14380.81,8.99
1380,Back and neck pain,Bangladesh,BGD,2017,BTSX,ALLAges,160000000,0,0,726958.7,454.35
